sin^{2}(2\theta),|Delta m^{2}|,Likelihood
0.8,0.002,37.0817
0.8,0.00201,36.2359
0.8,0.00202,35.4007
0.8,0.00203,34.5764
0.8,0.00204,33.7631
0.8,0.00205,32.9608
0.8,0.00206,32.1696
0.8,0.00207,31.3898
0.8,0.00208,30.6213
0.8,0.00209,29.8642
0.8,0.0021,29.1187
0.8,0.00211,28.3849
0.8,0.00212,27.663
0.8,0.00213,26.9529
0.8,0.00214,26.2546
0.8,0.00215,25.5683
0.8,0.00216,24.894
0.8,0.00217,24.2318
0.8,0.00218,23.5817
0.8,0.00219,22.944
0.8,0.0022,22.3186
0.8,0.00221,21.7056
0.8,0.00222,21.1051
0.8,0.00223,20.5172
0.8,0.00224,19.9421
0.8,0.00225,19.3811
0.8,0.00226,18.8329
0.8,0.00227,18.2974
0.8,0.00228,17.7748
0.8,0.00229,17.2652
0.8,0.0023,16.7685
0.8,0.00231,16.2849
0.8,0.00232,15.8144
0.8,0.00233,15.3571
0.8,0.00234,14.913
0.8,0.00235,14.4822
0.8,0.00236,14.0647
0.8,0.00237,13.6605
0.8,0.00238,13.2657
0.8,0.00239,12.8837
0.8,0.0024,12.5153
0.8,0.00241,12.1604
0.8,0.00242,11.8192
0.8,0.00243,11.4916
0.8,0.00244,11.1777
0.8,0.00245,10.8775
0.8,0.00246,10.591
0.8,0.00247,10.3184
0.8,0.00248,10.0595
0.8,0.00249,9.81441
0.8,0.0025,9.5832
0.8,0.00251,9.36586
0.8,0.00252,9.16219
0.8,0.00253,8.97236
0.8,0.00254,8.79649
0.8,0.00255,8.63455
0.8,0.00256,8.48654
0.8,0.00257,8.35248
0.8,0.00258,8.23239
0.8,0.00259,8.12627
0.8,0.0026,8.03414
0.8,0.00261,7.95601
0.8,0.00262,7.89188
0.8,0.00263,7.84176
0.8,0.00264,7.80566
0.8,0.00265,7.78359
0.8,0.00266,7.77553
0.8,0.00267,7.77759
0.8,0.00268,7.79338
0.8,0.00269,7.82319
0.8,0.0027,7.86703
0.8,0.00271,7.92489
0.8,0.00272,7.99678
0.8,0.00273,8.08267
0.8,0.00274,8.18257
0.8,0.00275,8.29647
0.8,0.00276,8.42435
0.8,0.00277,8.5662
0.8,0.00278,8.72202
0.8,0.00279,8.89177
0.8,0.0028,9.07546
0.805,0.002,36.1971
0.805,0.00201,35.3521
0.805,0.00202,34.518
0.805,0.00203,33.6948
0.805,0.00204,32.8828
0.805,0.00205,32.082
0.805,0.00206,31.2924
0.805,0.00207,30.5143
0.805,0.00208,29.7477
0.805,0.00209,28.9927
0.805,0.0021,28.2495
0.805,0.00211,27.518
0.805,0.00212,26.7986
0.805,0.00213,26.0911
0.805,0.00214,25.3956
0.805,0.00215,24.7123
0.805,0.00216,24.041
0.805,0.00217,23.3821
0.805,0.00218,22.7355
0.805,0.00219,22.1013
0.805,0.0022,21.4797
0.805,0.00221,20.8706
0.805,0.00222,20.2742
0.805,0.00223,19.6906
0.805,0.00224,19.1199
0.805,0.00225,18.5635
0.805,0.00226,18.02
0.805,0.00227,17.4894
0.805,0.00228,16.9719
0.805,0.00229,16.4675
0.805,0.0023,15.9763
0.805,0.00231,15.4983
0.805,0.00232,15.0336
0.805,0.00233,14.5822
0.805,0.00234,14.1442
0.805,0.00235,13.7196
0.805,0.00236,13.3086
0.805,0.00237,12.911
0.805,0.00238,12.5229
0.805,0.00239,12.1479
0.805,0.0024,11.7865
0.805,0.00241,11.4389
0.805,0.00242,11.105
0.805,0.00243,10.785
0.805,0.00244,10.4789
0.805,0.00245,10.1866
0.805,0.00246,9.9083
0.805,0.00247,9.64392
0.805,0.00248,9.39351
0.805,0.00249,9.1571
0.805,0.0025,8.93471
0.805,0.00251,8.72636
0.805,0.00252,8.53182
0.805,0.00253,8.35135
0.805,0.00254,8.18497
0.805,0.00255,8.0327
0.805,0.00256,7.89453
0.805,0.00257,7.77049
0.805,0.00258,7.6606
0.805,0.00259,7.56486
0.805,0.0026,7.48329
0.805,0.00261,7.41589
0.805,0.00262,7.36268
0.805,0.00263,7.32366
0.805,0.00264,7.29884
0.805,0.00265,7.28822
0.805,0.00266,7.2918
0.805,0.00267,7.30557
0.805,0.00268,7.33324
0.805,0.00269,7.37511
0.805,0.0027,7.43119
0.805,0.00271,7.50148
0.805,0.00272,7.58597
0.805,0.00273,7.68465
0.805,0.00274,7.79751
0.805,0.00275,7.92455
0.805,0.00276,8.06575
0.805,0.00277,8.22111
0.805,0.00278,8.39061
0.805,0.00279,8.57423
0.805,0.0028,8.77196
0.81,0.002,35.323
0.81,0.00201,34.479
0.81,0.00202,33.646
0.81,0.00203,32.8242
0.81,0.00204,32.0136
0.81,0.00205,31.2144
0.81,0.00206,30.4266
0.81,0.00207,29.6504
0.81,0.00208,28.8858
0.81,0.00209,28.1331
0.81,0.0021,27.3922
0.81,0.00211,26.6632
0.81,0.00212,25.9465
0.81,0.00213,25.2418
0.81,0.00214,24.5493
0.81,0.00215,23.869
0.81,0.00216,23.2011
0.81,0.00217,22.5456
0.81,0.00218,21.9026
0.81,0.00219,21.2722
0.81,0.0022,20.6545
0.81,0.00221,20.0495
0.81,0.00222,19.4574
0.81,0.00223,18.8782
0.81,0.00224,18.3121
0.81,0.00225,17.7605
0.81,0.00226,17.2219
0.81,0.00227,16.6965
0.81,0.00228,16.1843
0.81,0.00229,15.6853
0.81,0.0023,15.1997
0.81,0.00231,14.7275
0.81,0.00232,14.2688
0.81,0.00233,13.8236
0.81,0.00234,13.3919
0.81,0.00235,12.9738
0.81,0.00236,12.5694
0.81,0.00237,12.1787
0.81,0.00238,11.7975
0.81,0.00239,11.4296
0.81,0.0024,11.0755
0.81,0.00241,10.7354
0.81,0.00242,10.4092
0.81,0.00243,10.097
0.81,0.00244,9.7989
0.81,0.00245,9.51484
0.81,0.00246,9.24488
0.81,0.00247,8.98903
0.81,0.00248,8.74734
0.81,0.00249,8.51982
0.81,0.0025,8.30649
0.81,0.00251,8.10739
0.81,0.00252,7.9223
0.81,0.00253,7.75141
0.81,0.00254,7.59479
0.81,0.00255,7.45244
0.81,0.00256,7.32439
0.81,0.00257,7.21064
0.81,0.00258,7.11122
0.81,0.00259,7.02614
0.81,0.0026,6.95541
0.81,0.00261,6.89903
0.81,0.00262,6.85703
0.81,0.00263,6.82939
0.81,0.00264,6.81614
0.81,0.00265,6.81728
0.81,0.00266,6.8328
0.81,0.00267,6.85858
0.81,0.00268,6.89842
0.81,0.00269,6.95266
0.81,0.0027,7.02129
0.81,0.00271,7.10431
0.81,0.00272,7.20171
0.81,0.00273,7.31349
0.81,0.00274,7.43963
0.81,0.00275,7.58014
0.81,0.00276,7.73499
0.81,0.00277,7.90417
0.81,0.00278,8.08768
0.81,0.00279,8.28549
0.81,0.0028,8.4976
0.815,0.002,34.4595
0.815,0.00201,33.6167
0.815,0.00202,32.785
0.815,0.00203,31.9646
0.815,0.00204,31.1556
0.815,0.00205,30.3581
0.815,0.00206,29.5723
0.815,0.00207,28.7981
0.815,0.00208,28.0358
0.815,0.00209,27.2854
0.815,0.0021,26.547
0.815,0.00211,25.8208
0.815,0.00212,25.1069
0.815,0.00213,24.4052
0.815,0.00214,23.7158
0.815,0.00215,23.0388
0.815,0.00216,22.3744
0.815,0.00217,21.7225
0.815,0.00218,21.0833
0.815,0.00219,20.4568
0.815,0.0022,19.8432
0.815,0.00221,19.2426
0.815,0.00222,18.6549
0.815,0.00223,18.0803
0.815,0.00224,17.519
0.815,0.00225,16.9724
0.815,0.00226,16.4389
0.815,0.00227,15.9189
0.815,0.00228,15.4121
0.815,0.00229,14.9189
0.815,0.0023,14.4391
0.815,0.00231,13.9729
0.815,0.00232,13.5203
0.815,0.00233,13.0815
0.815,0.00234,12.6563
0.815,0.00235,12.2449
0.815,0.00236,11.8474
0.815,0.00237,11.4638
0.815,0.00238,11.0898
0.815,0.00239,10.7292
0.815,0.0024,10.3827
0.815,0.00241,10.0503
0.815,0.00242,9.73201
0.815,0.00243,9.42793
0.815,0.00244,9.13805
0.815,0.00245,8.86242
0.815,0.00246,8.60106
0.815,0.00247,8.354
0.815,0.00248,8.12128
0.815,0.00249,7.90291
0.815,0.0025,7.69892
0.815,0.00251,7.50936
0.815,0.00252,7.33396
0.815,0.00253,7.17291
0.815,0.00254,7.0263
0.815,0.00255,6.89416
0.815,0.00256,6.77649
0.815,0.00257,6.67332
0.815,0.00258,6.58466
0.815,0.00259,6.51052
0.815,0.0026,6.45091
0.815,0.00261,6.40585
0.815,0.00262,6.37534
0.815,0.00263,6.35939
0.815,0.00264,6.35801
0.815,0.00265,6.3712
0.815,0.00266,6.39897
0.815,0.00267,6.43705
0.815,0.00268,6.48939
0.815,0.00269,6.5563
0.815,0.0027,6.6378
0.815,0.00271,6.73386
0.815,0.00272,6.8445
0.815,0.00273,6.96969
0.815,0.00274,7.10944
0.815,0.00275,7.26374
0.815,0.00276,7.43256
0.815,0.00277,7.61591
0.815,0.00278,7.81376
0.815,0.00279,8.0261
0.815,0.0028,8.25292
0.82,0.002,33.6069
0.82,0.00201,32.7653
0.82,0.00202,31.9351
0.82,0.00203,31.1163
0.82,0.00204,30.309
0.82,0.00205,29.5135
0.82,0.00206,28.7296
0.82,0.00207,27.9577
0.82,0.00208,27.1978
0.82,0.00209,26.4499
0.82,0.0021,25.7143
0.82,0.00211,24.9909
0.82,0.00212,24.28
0.82,0.00213,23.5814
0.82,0.00214,22.8953
0.82,0.00215,22.2219
0.82,0.00216,21.561
0.82,0.00217,20.9129
0.82,0.00218,20.2777
0.82,0.00219,19.6554
0.82,0.0022,19.0461
0.82,0.00221,18.4499
0.82,0.00222,17.8669
0.82,0.00223,17.2971
0.82,0.00224,16.7409
0.82,0.00225,16.1994
0.82,0.00226,15.6713
0.82,0.00227,15.1568
0.82,0.00228,14.6557
0.82,0.00229,14.1683
0.82,0.0023,13.6946
0.82,0.00231,13.2347
0.82,0.00232,12.7885
0.82,0.00233,12.3562
0.82,0.00234,11.9378
0.82,0.00235,11.5334
0.82,0.00236,11.143
0.82,0.00237,10.7666
0.82,0.00238,10.4001
0.82,0.00239,10.0471
0.82,0.0024,9.70837
0.82,0.00241,9.38391
0.82,0.00242,9.07378
0.82,0.00243,8.77802
0.82,0.00244,8.49664
0.82,0.00245,8.22969
0.82,0.00246,7.97719
0.82,0.00247,7.73918
0.82,0.00248,7.51568
0.82,0.00249,7.30672
0.82,0.0025,7.11235
0.82,0.00251,6.93261
0.82,0.00252,6.76715
0.82,0.00253,6.61621
0.82,0.00254,6.4799
0.82,0.00255,6.35824
0.82,0.00256,6.25124
0.82,0.00257,6.15893
0.82,0.00258,6.08131
0.82,0.00259,6.01841
0.82,0.0026,5.97022
0.82,0.00261,5.93677
0.82,0.00262,5.91806
0.82,0.00263,5.9141
0.82,0.00264,5.92489
0.82,0.00265,5.95045
0.82,0.00266,5.99077
0.82,0.00267,6.04147
0.82,0.00268,6.10661
0.82,0.00269,6.18652
0.82,0.0027,6.28119
0.82,0.00271,6.39063
0.82,0.00272,6.51482
0.82,0.00273,6.65377
0.82,0.00274,6.80745
0.82,0.00275,6.97587
0.82,0.00276,7.159
0.82,0.00277,7.35685
0.82,0.00278,7.56938
0.82,0.00279,7.7966
0.82,0.0028,8.03847
0.825,0.002,32.7652
0.825,0.00201,31.925
0.825,0.00202,31.0964
0.825,0.00203,30.2794
0.825,0.00204,29.474
0.825,0.00205,28.6805
0.825,0.00206,27.8989
0.825,0.00207,27.1294
0.825,0.00208,26.372
0.825,0.00209,25.6269
0.825,0.0021,24.8941
0.825,0.00211,24.1738
0.825,0.00212,23.466
0.825,0.00213,22.7707
0.825,0.00214,22.0881
0.825,0.00215,21.4183
0.825,0.00216,20.7613
0.825,0.00217,20.1172
0.825,0.00218,19.4861
0.825,0.00219,18.8682
0.825,0.0022,18.2634
0.825,0.00221,17.6719
0.825,0.00222,17.0937
0.825,0.00223,16.5289
0.825,0.00224,15.9779
0.825,0.00225,15.4418
0.825,0.00226,14.9193
0.825,0.00227,14.4104
0.825,0.00228,13.9153
0.825,0.00229,13.434
0.825,0.0023,12.9666
0.825,0.00231,12.5131
0.825,0.00232,12.0736
0.825,0.00233,11.6481
0.825,0.00234,11.2367
0.825,0.00235,10.8394
0.825,0.00236,10.4564
0.825,0.00237,10.0875
0.825,0.00238,9.7287
0.825,0.00239,9.38354
0.825,0.0024,9.05281
0.825,0.00241,8.73657
0.825,0.00242,8.43483
0.825,0.00243,8.14763
0.825,0.00244,7.875
0.825,0.00245,7.61699
0.825,0.00246,7.37362
0.825,0.00247,7.14491
0.825,0.00248,6.93091
0.825,0.00249,6.73164
0.825,0.0025,6.54718
0.825,0.00251,6.37751
0.825,0.00252,6.22225
0.825,0.00253,6.08171
0.825,0.00254,5.95598
0.825,0.00255,5.84509
0.825,0.00256,5.74905
0.825,0.00257,5.66789
0.825,0.00258,5.60161
0.825,0.00259,5.55023
0.825,0.0026,5.51377
0.825,0.00261,5.49223
0.825,0.00262,5.48563
0.825,0.00263,5.49396
0.825,0.00264,5.51724
0.825,0.00265,5.55548
0.825,0.00266,5.60867
0.825,0.00267,5.67232
0.825,0.00268,5.75058
0.825,0.00269,5.84381
0.825,0.0027,5.95199
0.825,0.00271,6.07512
0.825,0.00272,6.21321
0.825,0.00273,6.36623
0.825,0.00274,6.53419
0.825,0.00275,6.71707
0.825,0.00276,6.91486
0.825,0.00277,7.12754
0.825,0.00278,7.35511
0.825,0.00279,7.59755
0.825,0.0028,7.85483
0.83,0.002,31.9346
0.83,0.00201,31.0961
0.83,0.00202,30.2692
0.83,0.00203,29.454
0.83,0.00204,28.6508
0.83,0.00205,27.8595
0.83,0.00206,27.0803
0.83,0.00207,26.3133
0.83,0.00208,25.5586
0.83,0.00209,24.8163
0.83,0.0021,24.0866
0.83,0.00211,23.3695
0.83,0.00212,22.6651
0.83,0.00213,21.9733
0.83,0.00214,21.2944
0.83,0.00215,20.6284
0.83,0.00216,19.9754
0.83,0.00217,19.3355
0.83,0.00218,18.7088
0.83,0.00219,18.0953
0.83,0.0022,17.4952
0.83,0.00221,16.9086
0.83,0.00222,16.3355
0.83,0.00223,15.7759
0.83,0.00224,15.2303
0.83,0.00225,14.6998
0.83,0.00226,14.1831
0.83,0.00227,13.6802
0.83,0.00228,13.1912
0.83,0.00229,12.7162
0.83,0.0023,12.2553
0.83,0.00231,11.8085
0.83,0.00232,11.3758
0.83,0.00233,10.9574
0.83,0.00234,10.5532
0.83,0.00235,10.1634
0.83,0.00236,9.78788
0.83,0.00237,9.42684
0.83,0.00238,9.07589
0.83,0.00239,8.73882
0.83,0.0024,8.41637
0.83,0.00241,8.10858
0.83,0.00242,7.81548
0.83,0.00243,7.5371
0.83,0.00244,7.2735
0.83,0.00245,7.02468
0.83,0.00246,6.7907
0.83,0.00247,6.57157
0.83,0.00248,6.36734
0.83,0.00249,6.17807
0.83,0.0025,6.00377
0.83,0.00251,5.84443
0.83,0.00252,5.69967
0.83,0.00253,5.5698
0.83,0.00254,5.45495
0.83,0.00255,5.35512
0.83,0.00256,5.27034
0.83,0.00257,5.20062
0.83,0.00258,5.14599
0.83,0.00259,5.10644
0.83,0.0026,5.08201
0.83,0.00261,5.0727
0.83,0.00262,5.07851
0.83,0.00263,5.09946
0.83,0.00264,5.13555
0.83,0.00265,5.18678
0.83,0.00266,5.25317
0.83,0.00267,5.33009
0.83,0.00268,5.4218
0.83,0.00269,5.52868
0.83,0.0027,5.6507
0.83,0.00271,5.78787
0.83,0.00272,5.94018
0.83,0.00273,6.10763
0.83,0.00274,6.29021
0.83,0.00275,6.4879
0.83,0.00276,6.70069
0.83,0.00277,6.92857
0.83,0.00278,7.17153
0.83,0.00279,7.42955
0.83,0.0028,7.7026
0.835,0.002,31.1153
0.835,0.00201,30.2785
0.835,0.00202,29.4535
0.835,0.00203,28.6405
0.835,0.00204,27.8394
0.835,0.00205,27.0505
0.835,0.00206,26.2739
0.835,0.00207,25.5096
0.835,0.00208,24.7578
0.835,0.00209,24.0186
0.835,0.0021,23.2921
0.835,0.00211,22.5784
0.835,0.00212,21.8775
0.835,0.00213,21.1894
0.835,0.00214,20.5144
0.835,0.00215,19.8524
0.835,0.00216,19.2036
0.835,0.00217,18.568
0.835,0.00218,17.9459
0.835,0.00219,17.3371
0.835,0.0022,16.742
0.835,0.00221,16.1604
0.835,0.00222,15.5925
0.835,0.00223,15.0384
0.835,0.00224,14.4984
0.835,0.00225,13.9737
0.835,0.00226,13.463
0.835,0.00227,12.9663
0.835,0.00228,12.4837
0.835,0.00229,12.0152
0.835,0.0023,11.561
0.835,0.00231,11.1211
0.835,0.00232,10.6956
0.835,0.00233,10.2844
0.835,0.00234,9.88768
0.835,0.00235,9.50547
0.835,0.00236,9.13784
0.835,0.00237,8.78481
0.835,0.00238,8.44202
0.835,0.00239,8.1133
0.835,0.0024,7.79937
0.835,0.00241,7.50029
0.835,0.00242,7.21609
0.835,0.00243,6.94681
0.835,0.00244,6.69248
0.835,0.00245,6.45314
0.835,0.00246,6.22881
0.835,0.00247,6.01954
0.835,0.00248,5.82539
0.835,0.00249,5.64638
0.835,0.0025,5.48251
0.835,0.00251,5.3338
0.835,0.00252,5.19982
0.835,0.00253,5.08092
0.835,0.00254,4.97723
0.835,0.00255,4.88876
0.835,0.00256,4.81554
0.835,0.00257,4.75758
0.835,0.00258,4.71489
0.835,0.00259,4.6875
0.835,0.0026,4.67541
0.835,0.00261,4.67864
0.835,0.00262,4.69719
0.835,0.00263,4.73107
0.835,0.00264,4.78029
0.835,0.00265,4.84486
0.835,0.00266,4.92478
0.835,0.00267,5.0153
0.835,0.00268,5.12081
0.835,0.00269,5.24166
0.835,0.0027,5.37787
0.835,0.00271,5.52942
0.835,0.00272,5.69631
0.835,0.00273,5.87854
0.835,0.00274,6.07608
0.835,0.00275,6.28894
0.835,0.00276,6.51709
0.835,0.00277,6.76053
0.835,0.00278,7.01924
0.835,0.00279,7.2932
0.835,0.0028,7.58239
0.84,0.002,30.3075
0.84,0.00201,29.4726
0.84,0.00202,28.6497
0.84,0.00203,27.8389
0.84,0.00204,27.0402
0.84,0.00205,26.2539
0.84,0.00206,25.48
0.84,0.00207,24.7186
0.84,0.00208,23.9699
0.84,0.00209,23.2339
0.84,0.0021,22.5108
0.84,0.00211,21.8006
0.84,0.00212,21.1034
0.84,0.00213,20.4192
0.84,0.00214,19.7482
0.84,0.00215,19.0904
0.84,0.00216,18.446
0.84,0.00217,17.8151
0.84,0.00218,17.1976
0.84,0.00219,16.5939
0.84,0.0022,16.0038
0.84,0.00221,15.4275
0.84,0.00222,14.8651
0.84,0.00223,14.3167
0.84,0.00224,13.7825
0.84,0.00225,13.2638
0.84,0.00226,12.7593
0.84,0.00227,12.269
0.84,0.00228,11.793
0.84,0.00229,11.3313
0.84,0.0023,10.8841
0.84,0.00231,10.4513
0.84,0.00232,10.0331
0.84,0.00233,9.62943
0.84,0.00234,9.24042
0.84,0.00235,8.86611
0.84,0.00236,8.50656
0.84,0.00237,8.16181
0.84,0.00238,7.82745
0.84,0.00239,7.50731
0.84,0.0024,7.20217
0.84,0.00241,6.91206
0.84,0.00242,6.63703
0.84,0.00243,6.3771
0.84,0.00244,6.13233
0.84,0.00245,5.90273
0.84,0.00246,5.68834
0.84,0.00247,5.48923
0.84,0.00248,5.30544
0.84,0.00249,5.13697
0.84,0.0025,4.98382
0.84,0.00251,4.84602
0.84,0.00252,4.72312
0.84,0.00253,4.61549
0.84,0.00254,4.52327
0.84,0.00255,4.44647
0.84,0.00256,4.38512
0.84,0.00257,4.33922
0.84,0.00258,4.3088
0.84,0.00259,4.29387
0.84,0.0026,4.29445
0.84,0.00261,4.31054
0.84,0.00262,4.34216
0.84,0.00263,4.38931
0.84,0.00264,4.45201
0.84,0.00265,4.53024
0.84,0.00266,4.62403
0.84,0.00267,4.72849
0.84,0.00268,4.84813
0.84,0.00269,4.98332
0.84,0.0027,5.13406
0.84,0.00271,5.30034
0.84,0.00272,5.48217
0.84,0.00273,5.67952
0.84,0.00274,5.8924
0.84,0.00275,6.12078
0.84,0.00276,6.36467
0.84,0.00277,6.62403
0.84,0.00278,6.89886
0.84,0.00279,7.18914
0.84,0.0028,7.49486
0.845,0.002,29.5114
0.845,0.00201,28.6786
0.845,0.00202,27.8579
0.845,0.00203,27.0494
0.845,0.00204,26.2533
0.845,0.00205,25.4697
0.845,0.00206,24.6987
0.845,0.00207,23.9404
0.845,0.00208,23.1949
0.845,0.00209,22.4623
0.845,0.0021,21.7428
0.845,0.00211,21.0364
0.845,0.00212,20.3431
0.845,0.00213,19.663
0.845,0.00214,18.9962
0.845,0.00215,18.3428
0.845,0.00216,17.703
0.845,0.00217,17.0768
0.845,0.00218,16.4644
0.845,0.00219,15.8657
0.845,0.0022,15.281
0.845,0.00221,14.7102
0.845,0.00222,14.1535
0.845,0.00223,13.6109
0.845,0.00224,13.0828
0.845,0.00225,12.5704
0.845,0.00226,12.0724
0.845,0.00227,11.5887
0.845,0.00228,11.1195
0.845,0.00229,10.6648
0.845,0.0023,10.2248
0.845,0.00231,9.79937
0.845,0.00232,9.3887
0.845,0.00233,8.99282
0.845,0.00234,8.61176
0.845,0.00235,8.2456
0.845,0.00236,7.89439
0.845,0.00237,7.55819
0.845,0.00238,7.2325
0.845,0.00239,6.92122
0.845,0.0024,6.62513
0.845,0.00241,6.34426
0.845,0.00242,6.07867
0.845,0.00243,5.82838
0.845,0.00244,5.59343
0.845,0.00245,5.37386
0.845,0.00246,5.16971
0.845,0.00247,4.98107
0.845,0.00248,4.8079
0.845,0.00249,4.65025
0.845,0.0025,4.50811
0.845,0.00251,4.38154
0.845,0.00252,4.27002
0.845,0.00253,4.17397
0.845,0.00254,4.09353
0.845,0.00255,4.02871
0.845,0.00256,3.97954
0.845,0.00257,3.94603
0.845,0.00258,3.9282
0.845,0.00259,3.92606
0.845,0.0026,3.93964
0.845,0.00261,3.96893
0.845,0.00262,4.01395
0.845,0.00263,4.07471
0.845,0.00264,4.15121
0.845,0.00265,4.24347
0.845,0.00266,4.35147
0.845,0.00267,4.47022
0.845,0.00268,4.60434
0.845,0.00269,4.75422
0.845,0.0027,4.91985
0.845,0.00271,5.10123
0.845,0.00272,5.29835
0.845,0.00273,5.5112
0.845,0.00274,5.73977
0.845,0.00275,5.98406
0.845,0.00276,6.24405
0.845,0.00277,6.51971
0.845,0.00278,6.81105
0.845,0.00279,7.11803
0.845,0.0028,7.44065
0.85,0.002,28.7271
0.85,0.00201,27.8965
0.85,0.00202,27.0782
0.85,0.00203,26.2724
0.85,0.00204,25.479
0.85,0.00205,24.6983
0.85,0.00206,23.9303
0.85,0.00207,23.1753
0.85,0.00208,22.4332
0.85,0.00209,21.7042
0.85,0.0021,20.9885
0.85,0.00211,20.286
0.85,0.00212,19.5968
0.85,0.00213,18.9209
0.85,0.00214,18.2586
0.85,0.00215,17.6098
0.85,0.00216,16.9748
0.85,0.00217,16.3536
0.85,0.00218,15.7463
0.85,0.00219,15.153
0.85,0.0022,14.5738
0.85,0.00221,14.0087
0.85,0.00222,13.4579
0.85,0.00223,12.9215
0.85,0.00224,12.3997
0.85,0.00225,11.8938
0.85,0.00226,11.4024
0.85,0.00227,10.9256
0.85,0.00228,10.4634
0.85,0.00229,10.016
0.85,0.0023,9.58337
0.85,0.00231,9.16561
0.85,0.00232,8.76276
0.85,0.00233,8.37489
0.85,0.00234,8.00205
0.85,0.00235,7.6443
0.85,0.00236,7.3017
0.85,0.00237,6.9743
0.85,0.00238,6.65754
0.85,0.00239,6.35539
0.85,0.0024,6.06862
0.85,0.00241,5.79727
0.85,0.00242,5.54139
0.85,0.00243,5.30102
0.85,0.00244,5.07619
0.85,0.00245,4.86694
0.85,0.00246,4.67335
0.85,0.00247,4.49544
0.85,0.00248,4.3332
0.85,0.00249,4.18666
0.85,0.0025,4.05585
0.85,0.00251,3.9408
0.85,0.00252,3.84098
0.85,0.00253,3.75683
0.85,0.00254,3.68848
0.85,0.00255,3.63596
0.85,0.00256,3.5993
0.85,0.00257,3.5785
0.85,0.00258,3.5736
0.85,0.00259,3.58459
0.85,0.0026,3.61149
0.85,0.00261,3.65433
0.85,0.00262,3.71309
0.85,0.00263,3.78781
0.85,0.00264,3.87847
0.85,0.00265,3.98509
0.85,0.00266,4.10767
0.85,0.00267,4.24107
0.85,0.00268,4.39004
0.85,0.00269,4.55496
0.85,0.0027,4.73585
0.85,0.00271,4.93269
0.85,0.00272,5.14547
0.85,0.00273,5.3742
0.85,0.00274,5.61885
0.85,0.00275,5.87942
0.85,0.00276,6.15589
0.85,0.00277,6.44824
0.85,0.00278,6.75647
0.85,0.00279,7.08056
0.85,0.0028,7.42047
0.855,0.002,27.9549
0.855,0.00201,27.1267
0.855,0.00202,26.311
0.855,0.00203,25.5078
0.855,0.00204,24.7174
0.855,0.00205,23.9397
0.855,0.00206,23.175
0.855,0.00207,22.4234
0.855,0.00208,21.6849
0.855,0.00209,20.9597
0.855,0.0021,20.248
0.855,0.00211,19.5497
0.855,0.00212,18.8648
0.855,0.00213,18.1933
0.855,0.00214,17.5356
0.855,0.00215,16.8917
0.855,0.00216,16.2616
0.855,0.00217,15.6456
0.855,0.00218,15.0437
0.855,0.00219,14.456
0.855,0.0022,13.8825
0.855,0.00221,13.3234
0.855,0.00222,12.7788
0.855,0.00223,12.2486
0.855,0.00224,11.7333
0.855,0.00225,11.2341
0.855,0.00226,10.7497
0.855,0.00227,10.2799
0.855,0.00228,9.82508
0.855,0.00229,9.38516
0.855,0.0023,8.96024
0.855,0.00231,8.55036
0.855,0.00232,8.1556
0.855,0.00233,7.776
0.855,0.00234,7.41163
0.855,0.00235,7.06257
0.855,0.00236,6.72885
0.855,0.00237,6.41051
0.855,0.00238,6.10296
0.855,0.00239,5.81021
0.855,0.0024,5.53304
0.855,0.00241,5.2715
0.855,0.00242,5.02562
0.855,0.00243,4.79545
0.855,0.00244,4.58103
0.855,0.00245,4.38243
0.855,0.00246,4.19968
0.855,0.00247,4.03279
0.855,0.00248,3.88177
0.855,0.00249,3.74667
0.855,0.0025,3.6275
0.855,0.00251,3.52429
0.855,0.00252,3.43648
0.855,0.00253,3.36454
0.855,0.00254,3.30862
0.855,0.00255,3.26873
0.855,0.00256,3.24491
0.855,0.00257,3.23716
0.855,0.00258,3.24551
0.855,0.00259,3.26998
0.855,0.0026,3.31056
0.855,0.00261,3.36728
0.855,0.00262,3.44015
0.855,0.00263,3.52917
0.855,0.00264,3.63436
0.855,0.00265,3.75571
0.855,0.00266,3.89323
0.855,0.00267,4.04164
0.855,0.00268,4.20582
0.855,0.00269,4.38617
0.855,0.0027,4.58268
0.855,0.00271,4.79536
0.855,0.00272,5.02419
0.855,0.00273,5.26917
0.855,0.00274,5.53029
0.855,0.00275,5.80753
0.855,0.00276,6.10088
0.855,0.00277,6.41032
0.855,0.00278,6.73584
0.855,0.00279,7.07742
0.855,0.0028,7.43504
0.86,0.002,27.195
0.86,0.00201,26.3693
0.86,0.00202,25.5563
0.86,0.00203,24.7561
0.86,0.00204,23.9687
0.86,0.00205,23.1943
0.86,0.00206,22.4331
0.86,0.00207,21.685
0.86,0.00208,20.9504
0.86,0.00209,20.2292
0.86,0.0021,19.5215
0.86,0.00211,18.8276
0.86,0.00212,18.1472
0.86,0.00213,17.4804
0.86,0.00214,16.8275
0.86,0.00215,16.1886
0.86,0.00216,15.5638
0.86,0.00217,14.9532
0.86,0.00218,14.3569
0.86,0.00219,13.7749
0.86,0.0022,13.2074
0.86,0.00221,12.6545
0.86,0.00222,12.1162
0.86,0.00223,11.5927
0.86,0.00224,11.0841
0.86,0.00225,10.5919
0.86,0.00226,10.1145
0.86,0.00227,9.65219
0.86,0.00228,9.20487
0.86,0.00229,8.7727
