# GLoBES cross section file for NC interactions in the following material:
#
#      PDG code     abundance
#     1000260560        1
#
# log10(E/GeV) \nu_e      \nu_\mu         \nu_\tau      \bar{\nu}_e    \bar{\nu}_\mu  \bar{\nu}_\tau
-0.244	0.3394618	0.3394618	0.3394618           0.0           0.0             0.
-0.241	0.3398682	0.3398682	0.3398682           0.0           0.0             0.
-0.238	0.3402829	0.3402829	0.3402829           0.0           0.0             0.
-0.235	0.3407561	0.3407561	0.3407561           0.0           0.0             0.
-0.232	0.341257	0.341257	0.341257            0.0           0.0             0.
-0.229	0.3417545	0.3417545	0.3417545           0.0           0.0             0.
-0.226	0.3422585	0.3422585	0.3422585           0.0           0.0             0.
-0.223	0.3427758	0.3427758	0.3427758           0.0           0.0             0.
-0.22	0.3433022	0.3433022	0.3433022           0.0           0.0             0.
-0.217	0.3436196	0.3436196	0.3436196          0.0           0.0             0.0
-0.214	0.3438484	0.3438484	0.3438484           0.0           0.0             0.
-0.211	0.344087	0.344087	0.344087            0.0           0.0             0.
-0.208	0.34433	0.34433	0.34433                             0.0           0.0             0.
-0.205	0.3445714	0.3445714	0.3445714           0.0           0.0             0.
-0.202	0.3448127	0.3448127	0.3448127           0.0           0.0             0.
-0.199	0.3450517	0.3450517	0.3450517           0.0           0.0             0.
-0.196	0.3452798	0.3452798	0.3452798           0.0           0.0             0.
-0.193	0.3455063	0.3455063	0.3455063           0.0           0.0             0.
-0.19	0.3457298	0.3457298	0.3457298           0.0           0.0             0.
-0.187	0.3459481	0.3459481	0.3459481           0.0           0.0             0.
-0.184	0.3461723	0.3461723	0.3461723           0.0           0.0             0.
-0.181	0.346284	0.346284	0.346284            0.0           0.0             0.
-0.178	0.3463696	0.3463696	0.3463696           0.0           0.0             0.
-0.175	0.3464544	0.3464544	0.3464544           0.0           0.0             0.
-0.172	0.3465358	0.3465358	0.3465358           0.0           0.0             0.
-0.169	0.3466163	0.3466163	0.3466163          0.0           0.0             0.0
-0.166	0.3466969	0.3466969	0.3466969           0.0           0.0             0.
-0.163	0.346706	0.346706	0.346706           0.0           0.0             0.0
-0.16	0.3467023	0.3467023	0.3467023           0.0           0.0             0.
-0.157	0.3466972	0.3466972	0.3466972          0.0           0.0             0.0
-0.154	0.3466929	0.3466929	0.3466929           0.0           0.0             0.
-0.151	0.3466946	0.3466946	0.3466946           0.0           0.0             0.
-0.148	0.3467047	0.3467047	0.3467047           0.0           0.0             0.
-0.145	0.3466349	0.3466349	0.3466349           0.0           0.0             0.
-0.142	0.3465603	0.3465603	0.3465603           0.0           0.0             0.
-0.139	0.3464869	0.3464869	0.3464869           0.0           0.0             0.
-0.136	0.3464057	0.3464057	0.3464057           0.0           0.0             0.
-0.133	0.3463176	0.3463176	0.3463176           0.0           0.0             0.
-0.13	0.3462302	0.3462302	0.3462302           0.0           0.0             0.
-0.127	0.3461494	0.3461494	0.3461494           0.0           0.0             0.
-0.124	0.3460709	0.3460709	0.3460709           0.0           0.0             0.
-0.121	0.346002	0.346002	0.346002            0.0           0.0             0.
-0.118	0.3459336	0.3459336	0.3459336           0.0           0.0             0.
-0.115	0.3458635	0.3458635	0.3458635          0.0           0.0             0.0
-0.112	0.3457851	0.3457851	0.3457851           0.0           0.0             0.
-0.109	0.3456447	0.3456447	0.3456447           0.0           0.0             0.
-0.106	0.3455053	0.3455053	0.3455053           0.0           0.0             0.
-0.103	0.3453663	0.3453663	0.3453663           0.0           0.0             0.
-0.1	0.345232	0.345232	0.345232            0.0           0.0             0.
-0.097	0.3451121	0.3451121	0.3451121           0.0           0.0             0.
-0.094	0.3449776	0.3449776	0.3449776           0.0           0.0             0.
-0.091	0.3447442	0.3447442	0.3447442           0.0           0.0             0.
-0.088	0.3445164	0.3445164	0.3445164           0.0           0.0             0.
-0.085	0.3442835	0.3442835	0.3442835           0.0           0.0             0.
-0.082	0.3440522	0.3440522	0.3440522          0.0           0.0             0.0
-0.079	0.3438249	0.3438249	0.3438249          0.0           0.0             0.0
-0.076	0.3435984	0.3435984	0.3435984          0.0           0.0             0.0
-0.073	0.3433458	0.3433458	0.3433458          0.0           0.0             0.0
-0.07	0.3430929	0.3430929	0.3430929          0.0           0.0             0.0
-0.067	0.3428438	0.3428438	0.3428438         0.0           0.0             0.0 
-0.064	0.3425982	0.3425982	0.3425982          0.0           0.0             0.0
-0.061	0.3423714	0.3423714	0.3423714         0.0           0.0             0.0 
-0.058	0.3421458	0.3421458	0.3421458          0.0           0.0             0.0
-0.055	0.341908	0.341908	0.341908          0.0           0.0             0.0 
